order_id,distribution_center_name,delivery_days
106899,Memphis TN,3
106905,Port Authority of New York/New Jersey NY/NJ,3
106905,Philadelphia PA,3
106942,Mobile AL,3
106954,Port Authority of New York/New Jersey NY/NJ,3
106956,Port Authority of New York/New Jersey NY/NJ,3
107050,Port Authority of New York/New Jersey NY/NJ,3
107082,New Orleans LA,3
107082,Port Authority of New York/New Jersey NY/NJ,3
107082,Los Angeles CA,3
107082,Mobile AL,3
107099,Philadelphia PA,3
107131,Houston TX,3
107132,Chicago IL,3
107134,Charleston SC,3
107286,Philadelphia PA,3
107298,Memphis TN,3
107298,Port Authority of New York/New Jersey NY/NJ,3
107324,Port Authority of New York/New Jersey NY/NJ,3
107332,Charleston SC,3
107332,Chicago IL,3
107343,Mobile AL,3
107350,Philadelphia PA,3
107376,Philadelphia PA,3
107448,Charleston SC,3
107448,Savannah GA,3
107504,Memphis TN,3
107525,Los Angeles CA,3
107627,Savannah GA,3
107688,Port Authority of New York/New Jersey NY/NJ,3
107688,Houston TX,3
107726,Los Angeles CA,3
107726,Los Angeles CA,3
107726,Charleston SC,3
107726,Port Authority of New York/New Jersey NY/NJ,3
107734,Port Authority of New York/New Jersey NY/NJ,3
107884,Philadelphia PA,3
107995,Houston TX,3
107999,Mobile AL,3
108032,Houston TX,3
108078,Port Authority of New York/New Jersey NY/NJ,3
108078,New Orleans LA,3
108174,Memphis TN,3
108174,Philadelphia PA,3
108196,New Orleans LA,3
108236,Chicago IL,3
108236,Los Angeles CA,3
108236,Memphis TN,3
108316,Chicago IL,3
108324,Mobile AL,3
108324,New Orleans LA,3
108456,Memphis TN,3
108458,Charleston SC,3
108529,Savannah GA,3
108598,Houston TX,3
108622,Los Angeles CA,3
108644,Charleston SC,3
108768,Port Authority of New York/New Jersey NY/NJ,3
108768,Chicago IL,3
108784,Memphis TN,3
108807,Chicago IL,3
108807,Mobile AL,3
108807,Chicago IL,3
108807,Savannah GA,3
108814,Memphis TN,3
108815,Charleston SC,3
108879,Philadelphia PA,3
108879,Mobile AL,3
108879,Philadelphia PA,3
108879,Los Angeles CA,3
108882,Chicago IL,3
108891,Chicago IL,3
108891,Port Authority of New York/New Jersey NY/NJ,3
109064,Chicago IL,3
109090,Houston TX,3
109090,Mobile AL,3
109090,Los Angeles CA,3
109135,Memphis TN,3
109137,Savannah GA,3
109154,Houston TX,3
109233,Port Authority of New York/New Jersey NY/NJ,3
109233,Port Authority of New York/New Jersey NY/NJ,3
109239,Charleston SC,3
109239,Chicago IL,3
109248,Los Angeles CA,3
109264,Los Angeles CA,3
109264,Port Authority of New York/New Jersey NY/NJ,3
109284,Houston TX,3
109304,Chicago IL,3
109325,Mobile AL,3
109364,Chicago IL,3
109364,Savannah GA,3
109404,Savannah GA,3
109404,Mobile AL,3
109454,Savannah GA,3
109454,Port Authority of New York/New Jersey NY/NJ,3
109486,Charleston SC,3
109583,Chicago IL,3
109626,Memphis TN,3
109663,Charleston SC,3
109705,Memphis TN,3
109710,Los Angeles CA,3
109903,Mobile AL,3
109911,Charleston SC,3
109956,Los Angeles CA,3
109956,Charleston SC,3
109956,Savannah GA,3
110029,Los Angeles CA,3
110030,Houston TX,3
110113,Memphis TN,3
110221,New Orleans LA,3
110221,Mobile AL,3
110253,Port Authority of New York/New Jersey NY/NJ,3
110261,Port Authority of New York/New Jersey NY/NJ,3
110291,Mobile AL,3
110291,Houston TX,3
110304,Houston TX,3
110443,Savannah GA,3
110462,Los Angeles CA,3
110462,Memphis TN,3
110497,Memphis TN,3
110532,Mobile AL,3
110625,Charleston SC,3
110636,Charleston SC,3
110688,Charleston SC,3
110709,Mobile AL,3
110710,Savannah GA,3
110728,New Orleans LA,3
110745,Charleston SC,3
110775,Port Authority of New York/New Jersey NY/NJ,3
110775,Memphis TN,3
110775,Savannah GA,3
110775,Houston TX,3
110788,Port Authority of New York/New Jersey NY/NJ,3
110788,New Orleans LA,3
110788,Philadelphia PA,3
110830,Los Angeles CA,3
110839,Port Authority of New York/New Jersey NY/NJ,3
110877,Chicago IL,3
110911,New Orleans LA,3
110934,New Orleans LA,3
110960,Charleston SC,3
110994,Houston TX,3
110994,Port Authority of New York/New Jersey NY/NJ,3
111009,Chicago IL,3
111118,Port Authority of New York/New Jersey NY/NJ,3
111120,Memphis TN,3
111143,Mobile AL,3
111143,Mobile AL,3
111143,Philadelphia PA,3
111143,Savannah GA,3
111254,Houston TX,3
111254,Memphis TN,3
111293,Houston TX,3
111379,Mobile AL,3
111437,Mobile AL,3
111456,Port Authority of New York/New Jersey NY/NJ,3
111591,Houston TX,3
111641,Memphis TN,3
111642,Houston TX,3
111686,Houston TX,3
111686,Charleston SC,3
111686,Charleston SC,3
111688,Chicago IL,3
111688,Charleston SC,3
111688,Savannah GA,3
111690,Savannah GA,3
111690,Los Angeles CA,3
111722,Philadelphia PA,3
111746,Memphis TN,3
111746,Port Authority of New York/New Jersey NY/NJ,3
111799,Mobile AL,3
111815,Charleston SC,3
111815,Chicago IL,3
111815,New Orleans LA,3
111835,Charleston SC,3
111835,Port Authority of New York/New Jersey NY/NJ,3
111835,Charleston SC,3
111873,Houston TX,3
111873,Houston TX,3
111873,Los Angeles CA,3
111899,Mobile AL,3
111899,Philadelphia PA,3
111899,Memphis TN,3
111899,Memphis TN,3
111908,Los Angeles CA,3
111908,Philadelphia PA,3
111908,Mobile AL,3
111908,Houston TX,3
111937,Memphis TN,3
111960,Mobile AL,3
111961,Memphis TN,3
112024,Port Authority of New York/New Jersey NY/NJ,3
112128,Houston TX,3
112128,Philadelphia PA,3
112128,Memphis TN,3
112165,Mobile AL,3
112218,Los Angeles CA,3
112294,Philadelphia PA,3
112303,Philadelphia PA,3
112344,Port Authority of New York/New Jersey NY/NJ,3
112344,Port Authority of New York/New Jersey NY/NJ,3
112344,Los Angeles CA,3
112344,Los Angeles CA,3
112345,Chicago IL,3
112348,Charleston SC,3
112348,Chicago IL,3
112348,Philadelphia PA,3
112348,Houston TX,3
112398,Memphis TN,3
112468,Port Authority of New York/New Jersey NY/NJ,3
112474,Memphis TN,3
112474,Mobile AL,3
112478,Memphis TN,3
112478,Houston TX,3
112487,New Orleans LA,3
112487,Memphis TN,3
112494,Memphis TN,3
112494,Memphis TN,3
112494,Charleston SC,3
112551,Memphis TN,3
112563,Mobile AL,3
112656,Philadelphia PA,3
112706,Houston TX,3
112772,Port Authority of New York/New Jersey NY/NJ,3
112945,Memphis TN,3
112945,Mobile AL,3
113069,Savannah GA,3
113069,Charleston SC,3
113124,Houston TX,3
113124,New Orleans LA,3
113128,Memphis TN,3
113146,Savannah GA,3
113158,Mobile AL,3
113158,Los Angeles CA,3
113158,Los Angeles CA,3
113158,Memphis TN,3
113160,Philadelphia PA,3
113160,Los Angeles CA,3
113185,Philadelphia PA,3
113205,Los Angeles CA,3
113242,Charleston SC,3
113294,New Orleans LA,3
113392,Mobile AL,3
113392,Philadelphia PA,3
113392,Houston TX,3
113392,Mobile AL,3
113615,Charleston SC,3
113621,Philadelphia PA,3
113621,Charleston SC,3
113666,Memphis TN,3
113666,Los Angeles CA,3
113666,Houston TX,3
113666,Houston TX,3
113667,Philadelphia PA,3
113676,Houston TX,3
113676,Port Authority of New York/New Jersey NY/NJ,3
113676,Mobile AL,3
113706,Savannah GA,3
113806,Houston TX,3
113932,Houston TX,3
113932,New Orleans LA,3
114020,Mobile AL,3
114036,Philadelphia PA,3
114143,Charleston SC,3
114143,New Orleans LA,3
114237,Port Authority of New York/New Jersey NY/NJ,3
114266,Charleston SC,3
114266,Savannah GA,3
114266,Philadelphia PA,3
114352,Los Angeles CA,3
114355,Charleston SC,3
114366,Houston TX,3
114499,Houston TX,3
114503,Mobile AL,3
114507,Memphis TN,3
114573,Port Authority of New York/New Jersey NY/NJ,3
114586,Memphis TN,3
114586,Mobile AL,3
114630,Port Authority of New York/New Jersey NY/NJ,3
114630,Chicago IL,3
114723,Savannah GA,3
114803,Houston TX,3
114894,Los Angeles CA,3
114894,Savannah GA,3
114908,Chicago IL,3
114929,Memphis TN,3
114960,Mobile AL,3
114998,Philadelphia PA,3
115035,Chicago IL,3
115115,Charleston SC,3
115119,Charleston SC,3
115171,Philadelphia PA,3
115173,Chicago IL,3
115331,Mobile AL,3
115372,Charleston SC,3
115372,New Orleans LA,3
115372,Houston TX,3
115432,New Orleans LA,3
115434,Houston TX,3
115463,Port Authority of New York/New Jersey NY/NJ,3
115463,Charleston SC,3
115481,Houston TX,3
115481,Philadelphia PA,3
115562,Chicago IL,3
115562,New Orleans LA,3
115583,Mobile AL,3
115645,Los Angeles CA,3
115645,Los Angeles CA,3
115730,Port Authority of New York/New Jersey NY/NJ,3
115749,Port Authority of New York/New Jersey NY/NJ,3
115754,Chicago IL,3
115754,Charleston SC,3
115760,Philadelphia PA,3
115797,Savannah GA,3
115812,Houston TX,3
115812,Los Angeles CA,3
115812,Memphis TN,3
115842,Philadelphia PA,3
115856,Houston TX,3
115879,Charleston SC,3
115889,Chicago IL,3
115942,Los Angeles CA,3
116079,Mobile AL,3
116080,Los Angeles CA,3
116174,Memphis TN,3
116230,Chicago IL,3
116271,Philadelphia PA,3
116273,Los Angeles CA,3
116326,Charleston SC,3
116427,Los Angeles CA,3
116431,Memphis TN,3
116453,Savannah GA,3
116499,Mobile AL,3
116516,Philadelphia PA,3
116566,Mobile AL,3
116609,Memphis TN,3
116609,Chicago IL,3
116609,Charleston SC,3
116609,Philadelphia PA,3
116647,Savannah GA,3
116659,Memphis TN,3
116659,Charleston SC,3
116660,Philadelphia PA,3
116721,Los Angeles CA,3
116738,Memphis TN,3
116738,Mobile AL,3
116748,Philadelphia PA,3
116748,Houston TX,3
116774,Charleston SC,3
116861,New Orleans LA,3
116861,Memphis TN,3
116872,Houston TX,3
116872,Savannah GA,3
116873,Port Authority of New York/New Jersey NY/NJ,3
116879,Memphis TN,3
116887,Philadelphia PA,3
116915,Memphis TN,3
116915,Chicago IL,3
116921,New Orleans LA,3
116923,Savannah GA,3
116940,Memphis TN,3
116966,Port Authority of New York/New Jersey NY/NJ,3
116966,Port Authority of New York/New Jersey NY/NJ,3
117218,Los Angeles CA,3
117241,Houston TX,3
117255,Memphis TN,3
117300,Port Authority of New York/New Jersey NY/NJ,3
117300,Mobile AL,3
117368,Mobile AL,3
117370,Memphis TN,3
117384,Houston TX,3
117390,Houston TX,3
117390,Memphis TN,3
117396,Memphis TN,3
117424,Mobile AL,3
117469,Houston TX,3
117477,Memphis TN,3
117477,Port Authority of New York/New Jersey NY/NJ,3
117477,Mobile AL,3
117477,Savannah GA,3
117549,Philadelphia PA,3
117549,Philadelphia PA,3
117551,Savannah GA,3
117551,Chicago IL,3
117706,Port Authority of New York/New Jersey NY/NJ,3
117707,Savannah GA,3
117707,Los Angeles CA,3
117707,Savannah GA,3
117710,Los Angeles CA,3
117731,Port Authority of New York/New Jersey NY/NJ,3
117731,Chicago IL,3
117731,Chicago IL,3
117837,Port Authority of New York/New Jersey NY/NJ,3
117837,Port Authority of New York/New Jersey NY/NJ,3
117907,Memphis TN,3
117951,Memphis TN,3
117965,Los Angeles CA,3
117979,Philadelphia PA,3
118265,Chicago IL,3
118265,Los Angeles CA,3
118265,Memphis TN,3
118265,New Orleans LA,3
118366,Chicago IL,3
118410,Charleston SC,3
118470,Memphis TN,3
118470,Philadelphia PA,3
118534,Philadelphia PA,3
118534,Port Authority of New York/New Jersey NY/NJ,3
118534,Los Angeles CA,3
118539,New Orleans LA,3
118570,Chicago IL,3
118570,Philadelphia PA,3
118641,Chicago IL,3
118650,Houston TX,3
118794,New Orleans LA,3
118804,Philadelphia PA,3
118814,Houston TX,3
118848,Houston TX,3
118848,Chicago IL,3
118873,Port Authority of New York/New Jersey NY/NJ,3
118883,Port Authority of New York/New Jersey NY/NJ,3
118974,Los Angeles CA,3
118979,Charleston SC,3
118979,Mobile AL,3
119007,Port Authority of New York/New Jersey NY/NJ,3
119033,Los Angeles CA,3
119046,Memphis TN,3
119115,Memphis TN,3
119144,Chicago IL,3
119144,Los Angeles CA,3
119179,Los Angeles CA,3
119210,Port Authority of New York/New Jersey NY/NJ,3
119210,Chicago IL,3
119317,Chicago IL,3
119317,Mobile AL,3
119399,Memphis TN,3
119415,Port Authority of New York/New Jersey NY/NJ,3
119450,Port Authority of New York/New Jersey NY/NJ,3
119556,Chicago IL,3
119588,Mobile AL,3
119594,Chicago IL,3
119596,New Orleans LA,3
119616,Charleston SC,3
119616,Chicago IL,3
119710,Memphis TN,3
119710,Savannah GA,3
119715,Charleston SC,3
119732,Mobile AL,3
119732,Houston TX,3
119763,Philadelphia PA,3
119796,Houston TX,3
119796,Charleston SC,3
119802,Houston TX,3
119876,Philadelphia PA,3
119876,Memphis TN,3
119888,Memphis TN,3
119891,Port Authority of New York/New Jersey NY/NJ,3
119961,Los Angeles CA,3
119976,Chicago IL,3
119992,Los Angeles CA,3
120009,Philadelphia PA,3
120009,Mobile AL,3
120027,Houston TX,3
120027,Savannah GA,3
120103,Los Angeles CA,3
120151,New Orleans LA,3
120289,Memphis TN,3
120290,Memphis TN,3
120293,Port Authority of New York/New Jersey NY/NJ,3
120293,Chicago IL,3
120293,Memphis TN,3
120293,Savannah GA,3
120296,Los Angeles CA,3
120309,New Orleans LA,3
120309,Los Angeles CA,3
120309,New Orleans LA,3
120309,Chicago IL,3
120380,Houston TX,3
120432,Philadelphia PA,3
120481,Chicago IL,3
120511,New Orleans LA,3
120513,Mobile AL,3
120523,Savannah GA,3
120591,Chicago IL,3
120613,Philadelphia PA,3
120806,Port Authority of New York/New Jersey NY/NJ,3
120806,Philadelphia PA,3
120882,Port Authority of New York/New Jersey NY/NJ,3
120882,Savannah GA,3
120925,Mobile AL,3
120934,Mobile AL,3
121040,Houston TX,3
121095,Charleston SC,3
121158,Chicago IL,3
121195,Memphis TN,3
121195,Mobile AL,3
121195,Philadelphia PA,3
121195,Los Angeles CA,3
121274,Houston TX,3
121274,Savannah GA,3
121287,Port Authority of New York/New Jersey NY/NJ,3
121308,Los Angeles CA,3
121331,Houston TX,3
121338,Los Angeles CA,3
121338,Houston TX,3
121405,Los Angeles CA,3
121470,Philadelphia PA,3
121470,Charleston SC,3
121550,Los Angeles CA,3
121550,Memphis TN,3
121550,Philadelphia PA,3
121551,Mobile AL,3
121551,Port Authority of New York/New Jersey NY/NJ,3
121598,Savannah GA,3
121623,Los Angeles CA,3
121623,Philadelphia PA,3
121647,Mobile AL,3
121647,Mobile AL,3
121647,Houston TX,3
121685,Mobile AL,3
121686,Memphis TN,3
121765,Charleston SC,3
121766,Los Angeles CA,3
121766,Los Angeles CA,3
121804,Charleston SC,3
121804,Savannah GA,3
121804,Port Authority of New York/New Jersey NY/NJ,3
121933,Port Authority of New York/New Jersey NY/NJ,3
121952,Mobile AL,3
122096,Chicago IL,3
122096,Los Angeles CA,3
122096,Chicago IL,3
122096,Charleston SC,3
122133,Port Authority of New York/New Jersey NY/NJ,3
122139,Chicago IL,3
122149,Los Angeles CA,3
122149,Port Authority of New York/New Jersey NY/NJ,3
122151,Philadelphia PA,3
122151,Mobile AL,3
122357,Savannah GA,3
122357,Mobile AL,3
122387,Port Authority of New York/New Jersey NY/NJ,3
122469,Chicago IL,3
122587,Houston TX,3
122668,Port Authority of New York/New Jersey NY/NJ,3
122668,New Orleans LA,3
122677,Memphis TN,3
122778,Memphis TN,3
122778,Mobile AL,3
122783,Los Angeles CA,3
122800,Philadelphia PA,3
122894,Charleston SC,3
122978,Savannah GA,3
123105,Charleston SC,3
123174,Mobile AL,3
123174,Mobile AL,3
123174,Port Authority of New York/New Jersey NY/NJ,3
123292,Savannah GA,3
123319,Los Angeles CA,3
123328,Port Authority of New York/New Jersey NY/NJ,3
123328,Chicago IL,3
123384,Philadelphia PA,3
123384,New Orleans LA,3
123385,Chicago IL,3
123391,Memphis TN,3
123417,Houston TX,3
123417,Chicago IL,3
123454,Mobile AL,3
123487,Memphis TN,3
123487,Mobile AL,3
123524,Memphis TN,3
123594,New Orleans LA,3
123597,Memphis TN,3
123597,Port Authority of New York/New Jersey NY/NJ,3
123597,New Orleans LA,3
123597,Memphis TN,3
123652,Savannah GA,3
123652,Houston TX,3
123680,Savannah GA,3
123691,Los Angeles CA,3
123843,Chicago IL,3
123843,Houston TX,3
123843,Houston TX,3
123875,Houston TX,3
123880,Los Angeles CA,3
123942,Mobile AL,3
123942,Los Angeles CA,3
123942,Mobile AL,3
123942,Port Authority of New York/New Jersey NY/NJ,3
123976,Philadelphia PA,3
123984,Houston TX,3
123984,Chicago IL,3
124019,Los Angeles CA,3
124019,Savannah GA,3
124019,Philadelphia PA,3
124096,Houston TX,3
124096,Memphis TN,3
124120,Houston TX,3
124215,Memphis TN,3
124293,Philadelphia PA,3
124293,Philadelphia PA,3
124321,Mobile AL,3
124344,Houston TX,3
124344,Savannah GA,3
124356,Los Angeles CA,3
124356,Savannah GA,3
124356,Charleston SC,3
124369,Port Authority of New York/New Jersey NY/NJ,3
124396,Mobile AL,3
124396,Port Authority of New York/New Jersey NY/NJ,3
124399,Savannah GA,3
124407,Savannah GA,3
124407,New Orleans LA,3
124423,Memphis TN,3
124429,Port Authority of New York/New Jersey NY/NJ,3
124429,Chicago IL,3
124429,Los Angeles CA,3
124429,Charleston SC,3
124435,Chicago IL,3
124435,Los Angeles CA,3
124454,Mobile AL,3
124538,Mobile AL,3
124538,Mobile AL,3
124579,Chicago IL,3
124579,Chicago IL,3
124616,Savannah GA,3
124641,Houston TX,3
124684,Mobile AL,3
124711,Houston TX,3
179,Houston TX,4
183,Chicago IL,4
187,Memphis TN,4
187,Houston TX,4
187,Savannah GA,4
187,Chicago IL,4
220,Memphis TN,4
253,Philadelphia PA,4
315,Savannah GA,4
325,Los Angeles CA,4
325,Philadelphia PA,4
340,Charleston SC,4
340,Philadelphia PA,4
340,Houston TX,4
340,Memphis TN,4
357,Charleston SC,4
437,Los Angeles CA,4
452,Memphis TN,4
452,Mobile AL,4
452,Houston TX,4
452,Los Angeles CA,4
479,Philadelphia PA,4
479,Philadelphia PA,4
554,Charleston SC,4
595,Port Authority of New York/New Jersey NY/NJ,4
644,Houston TX,4
647,Port Authority of New York/New Jersey NY/NJ,4
647,Chicago IL,4
648,Houston TX,4
678,Philadelphia PA,4
724,Philadelphia PA,4
761,Charleston SC,4
765,Houston TX,4
773,New Orleans LA,4
880,Port Authority of New York/New Jersey NY/NJ,4
880,Philadelphia PA,4
943,Memphis TN,4
1041,Chicago IL,4
1041,Charleston SC,4
1155,New Orleans LA,4
1206,Memphis TN,4
1206,Chicago IL,4
1206,Houston TX,4
1250,Memphis TN,4
1293,Philadelphia PA,4
1327,Los Angeles CA,4
1407,Memphis TN,4
1407,Mobile AL,4
1415,Savannah GA,4
1449,Memphis TN,4
1449,Houston TX,4
1449,Charleston SC,4
1461,Mobile AL,4
1466,Memphis TN,4
1466,Chicago IL,4
1466,Memphis TN,4
1468,Memphis TN,4
1511,Chicago IL,4
1546,Houston TX,4
1546,Houston TX,4
1549,Memphis TN,4
1622,Charleston SC,4
1671,Charleston SC,4
1671,Port Authority of New York/New Jersey NY/NJ,4
1671,Chicago IL,4
1671,Memphis TN,4
1713,Mobile AL,4
1762,New Orleans LA,4
1762,Charleston SC,4
1973,Houston TX,4
1973,Charleston SC,4
2010,Los Angeles CA,4
2061,Chicago IL,4
2073,Chicago IL,4
2073,Memphis TN,4
2119,Memphis TN,4
2119,Chicago IL,4
2129,Memphis TN,4
2129,Charleston SC,4
2181,Chicago IL,4
2283,Chicago IL,4
2290,Chicago IL,4
2558,Mobile AL,4
2568,Charleston SC,4
2568,Mobile AL,4
2568,Chicago IL,4
2568,New Orleans LA,4
2588,Houston TX,4
2683,Port Authority of New York/New Jersey NY/NJ,4
2765,Chicago IL,4
2765,Philadelphia PA,4
2802,New Orleans LA,4
2815,Chicago IL,4
2826,Memphis TN,4
2830,Savannah GA,4
2883,Chicago IL,4
2883,Savannah GA,4
2905,Houston TX,4
2944,Savannah GA,4
2992,Charleston SC,4
2992,Chicago IL,4
3011,Port Authority of New York/New Jersey NY/NJ,4
3046,Chicago IL,4
3046,Chicago IL,4
3046,Memphis TN,4
3046,Port Authority of New York/New Jersey NY/NJ,4
3101,New Orleans LA,4
3105,Savannah GA,4
3237,Chicago IL,4
3238,New Orleans LA,4
3238,Mobile AL,4
3238,Philadelphia PA,4
3260,Philadelphia PA,4
3277,Chicago IL,4
3297,Chicago IL,4
3346,Savannah GA,4
3492,Mobile AL,4
3520,Mobile AL,4
3520,Memphis TN,4
3520,Mobile AL,4
3520,Houston TX,4
3524,Savannah GA,4
3551,Memphis TN,4
3595,Charleston SC,4
3595,Chicago IL,4
3595,Port Authority of New York/New Jersey NY/NJ,4
3595,Savannah GA,4
3678,Chicago IL,4
3694,Charleston SC,4
3694,Philadelphia PA,4
3694,New Orleans LA,4
3724,Charleston SC,4
3724,Chicago IL,4
3735,Mobile AL,4
3735,Chicago IL,4
3754,Charleston SC,4
3761,New Orleans LA,4
3761,Memphis TN,4
3782,Mobile AL,4
3884,Los Angeles CA,4
3884,Philadelphia PA,4
3884,Memphis TN,4
3884,Mobile AL,4
4001,Charleston SC,4
4034,Philadelphia PA,4
4117,Memphis TN,4
4119,Los Angeles CA,4
4119,Port Authority of New York/New Jersey NY/NJ,4
4121,Memphis TN,4
4155,Houston TX,4
4184,Memphis TN,4
4230,Houston TX,4
4230,Houston TX,4
4309,Charleston SC,4
4321,Memphis TN,4
4321,Chicago IL,4
4340,Mobile AL,4
4344,Charleston SC,4
4451,Philadelphia PA,4
4476,Los Angeles CA,4
4517,Mobile AL,4
4517,Los Angeles CA,4
4594,Philadelphia PA,4
4594,Memphis TN,4
4596,Charleston SC,4
4634,Philadelphia PA,4
4687,Charleston SC,4
4687,Houston TX,4
4694,Los Angeles CA,4
4714,New Orleans LA,4
4714,New Orleans LA,4
4734,Chicago IL,4
4740,Port Authority of New York/New Jersey NY/NJ,4
4740,Memphis TN,4
4821,Savannah GA,4
4864,Mobile AL,4
4876,Chicago IL,4
4907,Philadelphia PA,4
4988,Memphis TN,4
5105,Memphis TN,4
5121,Mobile AL,4
5129,Chicago IL,4
5129,Philadelphia PA,4
5186,Houston TX,4
5198,Charleston SC,4
5221,Charleston SC,4
5221,Charleston SC,4
5223,Memphis TN,4
5223,Port Authority of New York/New Jersey NY/NJ,4
5266,Mobile AL,4
5286,Houston TX,4
5293,Chicago IL,4
5304,New Orleans LA,4
5344,Houston TX,4
5344,Memphis TN,4
5360,Los Angeles CA,4
5360,Chicago IL,4
5360,Chicago IL,4
5360,Memphis TN,4
5365,Mobile AL,4
5435,Savannah GA,4
5436,Chicago IL,4
5437,Los Angeles CA,4
5437,Philadelphia PA,4
5478,Philadelphia PA,4
5489,Memphis TN,4
5553,Mobile AL,4
5630,Los Angeles CA,4
5649,Mobile AL,4
5649,Mobile AL,4
5692,Los Angeles CA,4
5825,Port Authority of New York/New Jersey NY/NJ,4
5837,New Orleans LA,4
5839,Houston TX,4
5839,Memphis TN,4
5839,Charleston SC,4
5839,Houston TX,4
5842,Chicago IL,4
5842,Houston TX,4
5843,Chicago IL,4
5872,Mobile AL,4
5898,Los Angeles CA,4
5928,Charleston SC,4
5952,Mobile AL,4
5952,Memphis TN,4
6013,Port Authority of New York/New Jersey NY/NJ,4
6058,Los Angeles CA,4
6128,Philadelphia PA,4
6148,Memphis TN,4
6168,Philadelphia PA,4
6214,Charleston SC,4
6217,Los Angeles CA,4
6268,Philadelphia PA,4
6268,Mobile AL,4
6287,Houston TX,4
6287,Houston TX,4
6377,Mobile AL,4
6464,Houston TX,4
6514,Los Angeles CA,4
6514,Port Authority of New York/New Jersey NY/NJ,4
6517,Memphis TN,4
6566,Memphis TN,4
6566,Houston TX,4
6694,Mobile AL,4
6694,Port Authority of New York/New Jersey NY/NJ,4
6694,Memphis TN,4
6765,Los Angeles CA,4
6765,Chicago IL,4
6860,Mobile AL,4
6863,Port Authority of New York/New Jersey NY/NJ,4
6876,Chicago IL,4
6876,Mobile AL,4
6876,Houston TX,4
6928,Houston TX,4
6929,Chicago IL,4
6940,Mobile AL,4
6945,Philadelphia PA,4
6974,Port Authority of New York/New Jersey NY/NJ,4
6984,Philadelphia PA,4
7011,Houston TX,4
7055,Charleston SC,4
7055,Savannah GA,4
7110,Chicago IL,4
7110,Chicago IL,4
7114,Charleston SC,4
7182,Chicago IL,4
7214,Los Angeles CA,4
7283,Chicago IL,4
7283,New Orleans LA,4
7293,Los Angeles CA,4
7317,Memphis TN,4
7319,Memphis TN,4
7354,Mobile AL,4
7389,Chicago IL,4
7393,Houston TX,4
7395,Charleston SC,4
7395,Memphis TN,4
7395,Chicago IL,4
7395,Memphis TN,4
7409,Mobile AL,4
7412,Houston TX,4
7490,Philadelphia PA,4
7581,Chicago IL,4
7581,Mobile AL,4
7581,Memphis TN,4
7581,Memphis TN,4
7621,Philadelphia PA,4
7688,Memphis TN,4
7695,Savannah GA,4
7722,Charleston SC,4
7725,Mobile AL,4
7743,Houston TX,4
7772,Philadelphia PA,4
7774,Chicago IL,4
7777,Memphis TN,4
7790,Houston TX,4
7800,Memphis TN,4
7800,Port Authority of New York/New Jersey NY/NJ,4
7840,Chicago IL,4
7988,Memphis TN,4
7996,Houston TX,4
8035,Charleston SC,4
8062,New Orleans LA,4
8224,Chicago IL,4
8224,Los Angeles CA,4
8316,Charleston SC,4
8357,Houston TX,4
8357,Houston TX,4
8387,Chicago IL,4
8387,New Orleans LA,4
8387,Houston TX,4
8387,Mobile AL,4
8417,Los Angeles CA,4
8417,New Orleans LA,4
8436,Houston TX,4
8436,New Orleans LA,4
8463,Houston TX,4
8505,Charleston SC,4
8505,Mobile AL,4
8505,Mobile AL,4
8505,Houston TX,4
8550,Charleston SC,4
8583,New Orleans LA,4
8592,Philadelphia PA,4
8615,Philadelphia PA,4
8627,Charleston SC,4
8641,Charleston SC,4
8803,New Orleans LA,4
8827,Charleston SC,4
8827,Charleston SC,4
8833,Los Angeles CA,4
8894,Houston TX,4
9001,Savannah GA,4
9065,Charleston SC,4
9065,Philadelphia PA,4
9229,Savannah GA,4
9229,Chicago IL,4
9278,Chicago IL,4
9303,Savannah GA,4
9306,Chicago IL,4
9363,Memphis TN,4
9366,Memphis TN,4
9437,Philadelphia PA,4
9466,Houston TX,4
9547,Charleston SC,4
9549,Charleston SC,4
9581,Savannah GA,4
9591,Philadelphia PA,4
9591,New Orleans LA,4
9613,Chicago IL,4
9651,Memphis TN,4
9653,Savannah GA,4
9874,Philadelphia PA,4
9928,Mobile AL,4
9938,Chicago IL,4
9967,Memphis TN,4
9987,Port Authority of New York/New Jersey NY/NJ,4
10083,Charleston SC,4
10083,Houston TX,4
10083,Mobile AL,4
10083,Memphis TN,4
10098,Los Angeles CA,4
10106,Mobile AL,4
10131,Chicago IL,4
10136,New Orleans LA,4
10186,Memphis TN,4
10209,Memphis TN,4
10218,Philadelphia PA,4
10246,Port Authority of New York/New Jersey NY/NJ,4
10267,Mobile AL,4
10380,Memphis TN,4
10424,Philadelphia PA,4
10434,Chicago IL,4
10434,Charleston SC,4
10442,Charleston SC,4
10507,Chicago IL,4
10513,Los Angeles CA,4
10518,Charleston SC,4
10585,Port Authority of New York/New Jersey NY/NJ,4
10611,Charleston SC,4
10619,Chicago IL,4
10622,New Orleans LA,4
10698,Houston TX,4
10699,Charleston SC,4
10699,Houston TX,4
10699,New Orleans LA,4
10833,Chicago IL,4
10856,Charleston SC,4
10894,New Orleans LA,4
10976,Port Authority of New York/New Jersey NY/NJ,4
11041,Houston TX,4
11061,Memphis TN,4
11099,New Orleans LA,4
11340,Charleston SC,4
11344,Los Angeles CA,4
11344,Houston TX,4
11365,Mobile AL,4
11407,Houston TX,4
